day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,day_sin,day_cos,dewpoint_3,humidity_3,cloud_3,temp_diff,temp_rel,temp_rel_log,windspeed_log,wet_bulb,wet_bulb_2,log_pressure_dewpoint_2,log_cloud_sunshine,cloudtest,sin_day2,cos_day2,cloud_sunshine,cloud_humidity,dewpoint_temp,cloud_sunshine_2,cloud_humidity_2,dewpoint_temp_3,day_windowed,pressure_windowed,maxtemp_windowed,temparature_windowed,mintemp_windowed,dewpoint_windowed,humidity_windowed,cloud_windowed,sunshine_windowed,winddirection_windowed,windspeed_windowed,day_sin_windowed,day_cos_windowed,dewpoint_3_windowed,humidity_3_windowed,cloud_3_windowed,temp_diff_windowed,temp_rel_windowed,temp_rel_log_windowed,windspeed_log_windowed,wet_bulb_windowed,wet_bulb_2_windowed,log_pressure_dewpoint_2_windowed,log_cloud_sunshine_windowed,cloudtest_windowed,sin_day2_windowed,cos_day2_windowed,cloud_sunshine_windowed,cloud_humidity_windowed,dewpoint_temp_windowed,cloud_sunshine_2_windowed,cloud_humidity_2_windowed,dewpoint_temp_3_windowed,wind_sector_East,wind_sector_North,wind_sector_South,wind_sector_West,rainfall
11,1016.8,16.3,15.3,14.1,14.0,97.0,100.0,0.0,40.0,24.4,0.1882267098432442,0.9821256058680006,2744.0,912673.0,1000000.0,2.200000000000001,1.1560282868065046,0.14499023950661086,3.1945831322991562,14.866666666666665,221.01777777777775,92.80333800286515,4.61512051684126,0,0.09453674981719926,0.9955213724144752,100.0,9700.0,0.9150326199325085,10000.0,94090000.0,0.7661428085898627,10.0,1019.8666666666667,16.8,15.399999999999999,13.899999999999999,11.699999999999998,86.66666666666667,94.66666666666667,0.3333333333333333,46.666666666666664,33.4,0.17127622489633432,0.9851227927625863,1777.727,668420.6666666666,864234.6666666666,2.900000000000001,1.2197444093691576,0.1946906036592895,3.4881246538207074,14.166666666666664,202.15444444444438,89.38588456183396,4.788679823577593,0.0,0.08596267592936961,0.9962735724246995,94.33333333333333,8256.0,0.7566101707810153,8963.0,69961674.66666667,0.4713150701813594,0,1,0,0,1
12,1012.5,16.2,15.2,14.0,12.4,98.0,100.0,0.0,50.0,23.5,0.2051044998686192,0.9787400799669153,1906.6240000000003,941192.0,1000000.0,2.1999999999999993,1.1571427744898017,0.14595384119451082,3.1570004211501135,14.266666666666666,203.53777777777776,90.56224338978596,4.61512051684126,0,0.10310169744743485,0.9946708199115211,100.0,9800.0,0.815789420013854,10000.0,96040000.0,0.5429179567028384,11.0,1018.2333333333332,16.333333333333332,14.966666666666667,13.366666666666665,11.666666666666666,90.66666666666667,94.66666666666667,0.3333333333333333,46.666666666666664,28.73333333333333,0.188208117964447,0.9820285975303255,1762.2266666666667,770132.6666666666,864234.6666666666,2.966666666666667,1.2293903155709942,0.2031325761621088,3.3323444832119566,13.866666666666665,193.32444444444437,89.30806591395724,4.788679823577594,0.0,0.09453441533402686,0.995496789086868,94.33333333333333,8656.0,0.7760147402316074,8963.0,77321674.66666667,0.5073581961234122,1,0,0,0,1
13,1020.4,15.0,15.5,13.2,12.0,77.0,86.0,0.0,50.0,32.4,0.2219215130041655,0.9750645322571948,1728.0,456533.0,636056.0,1.8000000000000007,1.1363635502754887,0.12783329575231211,3.4781584227982836,14.333333333333332,205.4444444444444,90.1337360300385,4.465908118654584,0,0.11165900712169448,0.9937465804361781,86.0,6622.0,0.7741934984391292,7396.0,43850884.0,0.4640326717595061,12.0,1016.5666666666666,15.833333333333334,15.333333333333334,13.766666666666666,12.799999999999999,90.66666666666667,95.33333333333333,0.0,46.666666666666664,26.766666666666666,0.20508424090534297,0.9786434060307035,2126.208,770132.6666666666,878685.3333333334,2.066666666666667,1.1498448705239317,0.13959245881781127,3.2765806587491846,14.488888888888885,209.99999999999997,91.16643914089654,4.565383050779034,0.0,0.10309915146210953,0.9946462575873914,95.33333333333333,8707.333333333334,0.8350051794618306,9132.0,77993628.0,0.5910311456840691,1,0,0,0,1
14,1012.5,13.5,12.9,11.6,11.8,87.0,92.0,0.0,50.0,37.0,0.2386727660059501,0.9711000518829505,1643.0320000000004,658503.0,778688.0,1.9000000000000004,1.1637930031212929,0.15168450112517198,3.6109179126442243,12.533333333333333,157.08444444444444,89.69245636359278,4.532599493153256,0,0.1202080448993527,0.9927487224577402,92.0,8004.0,0.9147286112613481,8464.0,64064016.0,0.7653794368441794,13.0,1015.1333333333333,14.9,14.533333333333331,12.933333333333332,12.066666666666668,87.33333333333333,92.66666666666667,0.0,50.0,30.96666666666667,0.22189959295957828,0.9749682213690202,1759.2186666666669,685409.3333333334,804914.6666666666,1.9666666666666668,1.1524331092955278,0.14182387935733165,3.4153589188642073,13.711111111111109,188.68888888888887,90.12947859447242,4.537876042883034,0.0,0.11165624982282735,0.9937220409351465,92.66666666666667,8142.0,0.8349038432381105,8620.0,67984966.66666667,0.590776688435508,1,0,0,0,1
15,1018.4,17.8,16.5,15.1,12.1,77.0,85.0,1.2,40.0,20.9,0.255353295116187,0.9668478136052775,1771.561,456533.0,614125.0,2.700000000000001,1.1788078689531214,0.16450364725199756,3.039749158970765,15.033333333333333,226.0011111111111,90.24205300909925,5.2428046566177775,0,0.12874817745258077,0.99167731989929,83.8,6545.0,0.7333332888888915,7022.44,42837025.0,0.3943702986666752,14.0,1017.1,15.433333333333332,14.966666666666667,13.299999999999997,11.966666666666669,80.33333333333333,87.66666666666667,0.39999999999999997,46.666666666666664,30.099999999999998,0.2386491913754342,0.9710041325818076,1714.197666666667,523856.3333333333,676289.6666666666,2.133333333333334,1.1596548074499677,0.14800714804316056,3.376275164804424,13.966666666666663,196.17666666666662,90.02274846757685,4.747104089475205,0.0,0.12020507649120932,0.9927242075977362,87.26666666666665,7057.0,0.8074184661964563,7627.4800000000005,50250641.666666664,0.5412608024234536,0,1,0,0,1
16,1024.3,15.3,12.9,10.0,11.2,79.0,91.0,0.3,20.0,20.0,0.2719581575341055,0.9623090774541486,1404.9279999999997,493039.0,753571.0,5.300000000000001,1.5299998470000156,0.42526763540434925,2.995732273553991,12.333333333333332,152.1111111111111,89.00368592022546,4.784152841516532,0,0.13727877211326478,0.9905324521322229,90.7,7189.0,0.8682169869599234,8226.49,51681721.0,0.6544626041651159,15.0,1018.4,15.533333333333333,14.1,12.233333333333333,11.700000000000001,81.0,89.33333333333333,0.5,36.666666666666664,25.96666666666667,0.2553280728854142,0.9667523143141254,1606.5069999999998,536025.0,715461.3333333334,3.3000000000000007,1.2908669063581433,0.24715192792717292,3.2154664483896602,13.299999999999997,178.39888888888888,89.64606509763917,4.853185663762521,0.0,0.1287449981550661,0.9916528314964177,88.83333333333333,7246.0,0.838759629036721,7904.31,52860920.666666664,0.6047374465586568,0,1,0,0,1
17,1022.5,16.3,13.1,11.4,2.0,79.0,70.0,6.8,20.0,30.3,0.288482432880609,0.9574851883550393,8.0,493039.0,343000.0,4.9,1.4298244359803127,0.35755166469297256,3.4111477125153233,9.399999999999999,88.35999999999997,64.47440700540095,6.316803610736862,0,0.14579919691987464,0.9893142039703663,63.2,5530.0,0.15267174407085923,3994.2400000000002,30580900.0,0.0035585739936413656,16.0,1021.7333333333332,16.46666666666667,14.166666666666666,12.166666666666664,8.433333333333332,78.33333333333333,82.0,2.766666666666667,26.666666666666668,23.733333333333334,0.2719312951769672,0.9622140264714885,1061.4963333333333,480870.3333333333,570232.0,4.300000000000001,1.3795440506444834,0.3157743157831065,3.1488763816800263,12.255555555555555,155.4907407407407,81.24004864490855,5.4479203696237235,0.0,0.13727538216190674,0.9905079920006264,79.23333333333333,6421.333333333333,0.5847406733065581,6414.39,41699882.0,0.35079715894181085,0,1,0,0,1
18,1034.6,17.5,16.2,14.1,11.8,68.0,60.0,2.5,50.0,13.4,0.30492122465628907,0.9523775757303974,1643.0320000000004,314432.0,216000.0,3.4000000000000004,1.2411346637493148,0.21602601262336263,2.5952547069568657,14.733333333333333,217.0711111111111,90.10150808746805,5.363636832668679,0,0.15430882066428117,0.9880226656636976,57.5,4080.0,0.7283950167657397,3306.25,16646400.0,0.38645675054588663,17.0,1027.1333333333332,16.366666666666667,14.066666666666665,11.833333333333334,8.333333333333334,75.33333333333333,73.66666666666667,3.1999999999999997,30.0,21.233333333333334,0.2884539383570012,0.9573906138465285,1018.6533333333333,433503.3333333333,437523.6666666667,4.533333333333334,1.400319648909881,0.33294843757356146,3.0007115643420597,12.155555555555553,152.51407407407405,81.19320033769814,5.488197761640691,0.0,0.14579559656580687,0.9892897739220956,70.46666666666665,5599.666666666667,0.5830945825988408,5175.660000000001,32969673.666666668,0.34815930956821456,1,0,0,0,0
19,1024.1,16.8,15.8,14.0,12.9,76.0,77.0,0.0,20.0,20.5,0.3212696616923644,0.9469877530760753,2146.6890000000003,438976.0,456533.0,2.8000000000000007,1.1999999142857205,0.18232148536538584,3.0204248861443626,14.833333333333332,220.02777777777774,91.47840324805456,4.356708826689592,0,0.16280701293851677,0.986657932891657,77.0,5852.0,0.8164556445281238,5929.0,34245904.0,0.5442491852573718,18.0,1027.0666666666666,16.866666666666664,15.033333333333331,13.166666666666666,8.9,74.33333333333333,69.0,3.1,30.0,21.400000000000002,0.3048911064097542,0.952283505720504,1265.9070000000002,415482.3333333333,338511.0,3.7000000000000006,1.2903196713384493,0.2519663875605737,3.008942435205517,12.988888888888887,175.1529629629629,82.01810611364118,5.345716423365045,0.0,0.15430501017422418,0.9879982675085737,65.89999999999999,5154.0,0.5658408017882409,4409.83,27157734.666666668,0.3114215032656333,0,1,0,0,1
20,1020.2,16.4,14.2,12.7,11.6,75.0,93.0,0.1,40.0,21.9,0.3375228995941133,0.9413173175128471,1560.896,421875.0,804357.0,3.6999999999999993,1.2913384809969701,0.2556792626254529,3.086486636822455,13.333333333333332,177.77777777777774,89.53759095455143,4.638604962074329,0,0.1712931441814776,0.9852201067560606,92.9,6975.0,0.8169013509224401,8630.410000000002,48650625.0,0.5451409953288967,19.0,1026.3,16.900000000000002,15.399999999999999,13.6,12.1,73.0,76.66666666666667,0.8666666666666667,36.666666666666664,18.6,0.32123792864758893,0.9468942154397734,1783.539,391761.0,492296.6666666667,3.3000000000000003,1.2441576863440018,0.2180089202047338,2.900722076641228,14.299999999999997,204.95888888888885,90.372500763358,4.7863168738108675,0.0,0.1628029925947585,0.9866335684371385,75.8,5635.666666666667,0.7872506707387679,5955.220000000001,33180976.333333332,0.4919489770440517,0,1,0,0,1
21,1022.4,17.7,16.4,14.8,11.3,92.0,88.0,0.4,30.0,41.3,0.3536761221763716,0.9353679493131483,1442.8970000000002,778688.0,681472.0,2.8999999999999986,1.1959458651387929,0.17893739124214877,3.720862499966987,14.7,216.08999999999997,89.12275625637295,4.825108606353353,1,0.17976658572556212,0.9837092937736098,87.6,8096.0,0.6890243482302227,7673.759999999999,65545216.0,0.3271174460740058,20.0,1022.2333333333332,16.966666666666665,15.466666666666663,13.833333333333334,11.933333333333332,81.0,86.0,0.16666666666666666,30.0,27.899999999999995,0.33748956115428314,0.9412243399673569,1716.8273333333334,546513.0,647454.0,3.133333333333333,1.229094753473828,0.20564604641099582,3.275924674311268,14.288888888888886,204.6318518518518,90.04625015299298,4.606807465039091,0.3333333333333333,0.17128891428185214,0.9851957778071091,85.83333333333333,6974.333333333333,0.7741271145602622,7411.056666666667,49480581.666666664,0.4721692088867581,0,1,0,0,1
22,1022.6,21.9,17.8,15.8,14.3,52.0,49.0,9.1,50.0,10.2,0.3697245428906731,0.9291414114031743,2924.2070000000003,140608.0,117649.0,6.099999999999998,1.3860758616407682,0.3264766334983968,2.322387720290225,16.633333333333333,276.66777777777776,93.29500471595486,6.22455842927536,0,0.1882267098432442,0.9821256058680006,39.9,2548.0,0.8033707413836662,1592.01,6492304.0,0.5184991303085984,21.0,1021.7333333333332,18.666666666666664,16.13333333333333,14.433333333333332,12.4,73.0,76.66666666666667,3.1999999999999997,40.0,24.466666666666665,0.35364118822038604,0.9352755594097232,1976.0,447057.0,534492.6666666666,4.233333333333332,1.2911200692588436,0.2536977624553328,3.0432456190265555,14.888888888888888,223.51185185185182,90.65178397562642,5.229423999234347,0.3333333333333333,0.17976214658342796,0.983685002132557,73.46666666666665,5873.0,0.7697654801787763,5965.393333333333,40229381.666666664,0.463585857237167,1,0,0,0,0
23,1020.6,18.5,17.3,16.9,16.8,95.0,95.0,0.0,60.0,39.5,0.38566340624360707,0.9226395488404876,4741.6320000000005,857375.0,857375.0,1.6000000000000014,1.0946744914393793,0.09045705098365558,3.676300671907076,17.133333333333333,293.5511111111111,96.20321502053496,4.564348191467836,0,0.19667288979357628,0.9804691603616321,95.0,9025.0,0.9710982097631092,9025.0,81450625.0,0.9157764276710703,22.0,1021.8666666666667,19.366666666666664,17.166666666666664,15.833333333333334,14.133333333333335,79.66666666666667,77.33333333333333,3.1666666666666665,46.666666666666664,30.333333333333332,0.3696880237702172,0.9290496365189367,3036.2453333333337,592223.6666666666,552165.3333333334,3.5333333333333328,1.2255654060729801,0.19862369190806706,3.2398502973880965,16.155555555555555,262.1029629629629,92.87365866428759,5.204671742365516,0.3333333333333333,0.1882220617874609,0.9821013533344142,74.16666666666664,6556.333333333333,0.8211644331256661,6096.923333333332,51162715.0,0.5871310013512249,1,0,0,0,1
24,1013.0,24.8,19.9,17.1,18.1,90.0,92.0,0.0,70.0,30.4,0.401487989205973,0.9158642882672872,5929.741000000002,729000.0,778688.0,7.699999999999999,1.4502923128484027,0.3717651311827918,3.414442608412176,19.299999999999997,372.4899999999999,97.44348210219528,4.532599493153256,0,0.2051044998686192,0.9787400799669153,92.0,8280.0,0.9095476929875532,8464.0,68558400.0,0.7524478921043043,23.0,1018.7333333333332,21.733333333333334,18.333333333333332,16.599999999999998,16.400000000000002,79.0,78.66666666666667,3.033333333333333,60.0,26.7,0.3856253127800844,0.9225484161703164,4531.860000000001,575661.0,584570.6666666666,5.133333333333333,1.3103475553095167,0.26289960522161476,3.1377103335364924,17.688888888888886,314.23629629629625,95.64723394622835,5.107168704632151,0.0,0.1966680331684799,0.9804449487321826,75.63333333333333,6617.666666666667,0.8946722147114429,6360.336666666667,52167109.666666664,0.7289078166946577,1,0,0,0,1
25,1012.5,23.8,22.2,20.4,20.8,84.0,88.0,0.0,70.0,30.2,0.4171936026123168,0.9088176373395029,8998.912,592704.0,681472.0,3.400000000000002,1.166666609477127,0.15415063080765165,3.407841924380824,21.733333333333334,472.33777777777783,100.06150816897143,4.48863636973214,1,0.21352091543979604,0.9769384927771817,88.0,7392.0,0.9369368947325724,7744.0,54641664.0,0.8224907507883086,24.0,1015.3666666666667,22.366666666666664,19.799999999999997,18.13333333333333,18.566666666666666,89.66666666666667,91.66666666666667,0.0,66.66666666666667,33.36666666666667,0.401448332687299,0.9157738248157593,6556.761666666668,726359.6666666666,772511.6666666666,4.233333333333334,1.2372111379216362,0.2054576043246997,3.499528401566692,19.38888888888889,379.45962962962955,97.90273509723387,4.528528018117744,0.3333333333333333,0.2050994350339972,0.978715911035243,91.66666666666664,8232.333333333334,0.9391942658277449,8411.0,68216896.33333333,0.830238356854561,1,0,0,0,1
26,1019.5,25.3,22.3,21.0,20.6,76.0,78.0,10.2,80.0,10.2,0.4327755925504312,0.901501684131884,8741.816000000003,438976.0,474552.0,4.300000000000001,1.204761847392293,0.18628191039100506,2.322387720290225,21.733333333333334,472.33777777777783,100.01482648832153,6.785361630768071,0,0.2219215130041655,0.9750645322571948,67.8,5928.0,0.9237667747189787,4596.839999999999,35141184.0,0.7882918083249821,25.0,1015.0,24.633333333333336,21.46666666666667,19.5,19.833333333333332,83.33333333333333,86.0,3.4,73.33333333333333,23.599999999999994,0.41715239478957367,0.9087278699128915,7890.156333333335,586893.3333333334,644904.0,5.133333333333334,1.2739069232392741,0.23739922412714953,3.0482240843610753,20.92222222222222,439.0551851851851,99.17327225316274,5.2688658312178225,0.3333333333333333,0.21351564277086024,0.9769143683337639,82.59999999999998,7200.0,0.9234171208130348,6934.946666666667,52780416.0,0.7877434837391983,1,0,0,0,1
27,1013.4,23.8,21.1,19.8,19.6,92.0,95.0,0.0,40.0,15.9,0.4482293417404106,0.893918596519257,7529.536000000002,778688.0,857375.0,4.0,1.202020141312114,0.18400359247189024,2.766319109226186,20.6,424.36000000000007,98.94964587976705,4.564348191467836,0,0.23030567023061221,0.9731183372332619,95.0,8740.0,0.9289099085824688,9025.0,76387600.0,0.8015318538586199,26.0,1015.1333333333333,24.3,21.866666666666664,20.4,20.333333333333332,84.0,87.0,3.4,63.333333333333336,18.766666666666662,0.4327328456343862,0.9014126393302146,8423.421333333334,603456.0,671133.0,3.900000000000001,1.191149532727178,0.17481204455684898,2.832182917965745,21.355555555555554,456.34518518518524,99.67532684568668,5.279448730656015,0.3333333333333333,0.2219160328915246,0.9750404540892128,83.59999999999998,7353.333333333333,0.9298711926780067,7121.946666666667,55390149.333333336,0.8041048043239702,0,1,0,0,1
