Name,KNeighborsRegressor,XGBRegressor,Majority
339750,286789.2523010589,274267.62,274267.625
60000,60000.0,64182.85,60000.0
145000,145000.0,141963.38,141963.375
222000,222000.0,226369.8,222000.0
115000,110464.86179704436,102823.7,102823.703125
228000,228000.0,230436.7,228000.0
181134,181134.0,190517.42,181134.0
149500,149500.0,152436.28,149500.0
239000,239000.0,237023.69,237023.6875
126000,126000.0,123354.26,123354.2578125
142000,134078.75932940867,137827.67,134078.75932940867
206300,206300.0,204962.89,204962.890625
215000,219383.0636338653,225377.64,219383.0636338653
113000,113000.0,115979.96,113000.0
315000,326006.69084040885,346524.66,326006.69084040885
139000,139000.0,132352.73,132352.734375
135000,135000.0,136152.08,135000.0
275000,275000.0,270942.75,270942.75
109008,109008.0,112354.1,109008.0
195400,195400.0,195452.72,195400.0
175000,175000.0,176700.62,175000.0
85400,93774.93972905443,88603.22,88603.21875
79900,79900.0,84403.34,79900.0
122500,128428.62306108985,119370.445,119370.4453125
181000,181000.0,174167.44,174167.4375
81000,81000.0,81150.02,81000.0
212000,207501.88909310385,207865.58,207501.88909310385
116000,116000.0,109788.2,109788.203125
119000,119000.0,108806.805,108806.8046875
90350,90350.0,92446.58,90350.0
110000,110000.0,116864.7,110000.0
555000,425707.07855401194,359571.78,359571.78125
118000,118000.0,116833.45,116833.453125
162900,162900.0,159577.28,159577.28125
172500,190650.61261803334,192701.31,190650.61261803334
210000,210000.0,214208.9,210000.0
127500,127500.0,141501.78,127500.0
190000,190000.0,191618.62,190000.0
199900,199900.0,206061.22,199900.0
119500,119500.0,127854.27,119500.0
120000,120000.0,117241.945,117241.9453125
110000,110000.0,109498.305,109498.3046875
280000,280000.0,270040.06,270040.0625
204000,204000.0,205229.38,204000.0
210000,210000.0,218933.38,210000.0
188000,188000.0,183125.84,183125.84375
175500,175500.0,175223.8,175223.796875
98000,98000.0,98795.59,98000.0
256000,256000.0,252797.3,252797.296875
161000,133597.67845304383,164496.45,133597.67845304383
110000,110000.0,110130.0,110000.0
263435,229853.48566791145,245655.19,229853.48566791145
155000,155000.0,155086.94,155000.0
62383,62383.0,86705.54,62383.0
188700,188700.0,188637.5,188637.5
124000,124000.0,126087.48,124000.0
178740,178740.0,182865.58,178740.0
167000,167000.0,169150.78,167000.0
146500,146500.0,152502.8,146500.0
250000,250000.0,255130.3,250000.0
187000,201475.14686820953,184634.28,184634.28125
212000,212000.0,211288.06,211288.0625
190000,190000.0,191600.73,190000.0
148000,148000.0,142970.98,142970.984375
440000,306637.17654790985,368883.8,306637.17654790985
251000,261437.0154856979,287978.25,261437.0154856979
132500,132500.0,133879.0,132500.0
208900,208900.0,206602.73,206602.734375
380000,380000.0,384322.28,380000.0
297000,262085.91186284757,327301.44,262085.91186284757
89471,126822.8075756704,120680.21,120680.2109375
326000,326000.0,328820.66,326000.0
374000,374000.0,365224.06,365224.0625
155000,155000.0,155699.16,155000.0
164000,164000.0,162532.98,162532.984375
132500,131410.47795170825,133961.52,131410.47795170825
147000,147000.0,146161.28,146161.28125
156000,156000.0,152009.72,152009.71875
175000,175000.0,178140.22,175000.0
160000,124797.30676327541,132273.27,124797.30676327541
86000,96336.23266993901,101478.22,96336.23266993901
115000,115000.0,117245.74,115000.0
133000,133000.0,139217.88,133000.0
172785,172785.0,170695.56,170695.5625
155000,155000.0,152408.88,152408.875
91300,91300.0,90565.74,90565.7421875
34900,34900.0,36411.945,34900.0
430000,430000.0,427884.12,427884.125
184000,184000.0,183586.47,183586.46875
130000,130000.0,131771.64,130000.0
120000,120000.0,125020.08,120000.0
113000,99453.77440476106,112279.11,99453.77440476106
226700,226700.0,222095.28,222095.28125
140000,140000.0,145080.36,140000.0
289000,289000.0,293916.97,289000.0
147000,147000.0,143882.08,143882.078125
124500,124500.0,121761.695,121761.6953125
215000,215000.0,210306.44,210306.4375
208300,208300.0,203715.62,203715.625
161000,161000.0,160736.03,160736.03125
124500,124500.0,133689.02,124500.0
164900,140186.02220759096,158426.48,140186.02220759096
202665,202665.0,199928.22,199928.21875
129900,129900.0,128563.93,128563.9296875
134000,134000.0,142524.31,134000.0
96500,96500.0,98939.43,96500.0
402861,407324.0853684847,465462.78,407324.0853684847
158000,158000.0,161840.72,158000.0
265000,298194.62799368333,281347.6,281347.59375
211000,211000.0,208471.94,208471.9375
234000,234000.0,237845.23,234000.0
106250,106250.0,106071.65,106071.6484375
150000,150000.0,149475.17,149475.171875
159000,159000.0,158546.73,158546.734375
184750,184750.0,186000.4,184750.0
315750,315750.0,306001.97,306001.96875
176000,176000.0,183751.1,176000.0
132000,132000.0,134440.19,132000.0
446261,446261.0,449319.9,446261.0
86000,86000.0,83468.89,83468.890625
200624,200624.0,200575.47,200575.46875
175000,175000.0,178524.92,175000.0
128000,128000.0,123762.086,123762.0859375
107500,107500.0,107966.75,107500.0
39300,39300.0,40300.78,39300.0
178000,174106.12251815005,185609.28,174106.12251815005
107500,107500.0,114522.305,107500.0
188000,188000.0,189083.94,188000.0
111250,111250.0,112587.17,111250.0
158000,125680.76855523506,146119.53,125680.76855523506
272000,272000.0,263052.47,263052.46875
315000,354116.3993691505,350948.22,350948.21875
248000,272477.61227871827,243987.94,243987.9375
213250,213250.0,211793.95,211793.953125
133000,133000.0,134950.4,133000.0
179665,179665.0,181868.19,179665.0
229000,229000.0,239527.52,229000.0
210000,210000.0,203021.62,203021.625
129500,129500.0,134336.47,129500.0
125000,123553.60827518138,133077.9,123553.60827518138
263000,263000.0,248601.14,248601.140625
140000,140000.0,140491.9,140000.0
112500,112500.0,119408.3,112500.0
255500,255500.0,262178.53,255500.0
108000,108000.0,107445.46,107445.4609375
284000,284000.0,271933.28,271933.28125
113000,113000.0,116701.26,113000.0
141000,141000.0,146833.02,141000.0
108000,108000.0,109460.01,108000.0
175000,175000.0,180248.17,175000.0
234000,234000.0,218337.78,218337.78125
121500,121500.0,128638.24,121500.0
170000,158793.1581835132,161163.61,158793.1581835132
108000,108000.0,111691.69,108000.0
185000,185000.0,188173.81,185000.0
268000,268000.0,266452.0,266452.0
128000,128000.0,122800.836,122800.8359375
325000,325000.0,324080.12,324080.125
214000,209990.16574688107,208602.02,208602.015625
316600,294468.6408105607,294967.34,294468.6408105607
135960,135960.0,136819.84,135960.0
142600,142600.0,144981.45,142600.0
120000,120000.0,120353.49,120000.0
224500,224500.0,222956.72,222956.71875
170000,170000.0,169655.02,169655.015625
139000,139000.0,135828.66,135828.65625
118500,121407.0740799693,112319.45,112319.453125
145000,145000.0,144258.03,144258.03125
164500,135481.79538875396,152538.47,135481.79538875396
146000,146000.0,148207.64,146000.0
131500,131500.0,132590.75,131500.0
181900,181900.0,175042.0,175042.0
253293,389464.43798819697,381860.1,381860.09375
118500,118500.0,121254.68,118500.0
325000,325000.0,324658.4,324658.40625
133000,153656.8074546045,132892.45,132892.453125
369900,309936.8075757584,347319.9,309936.8075757584
130000,130000.0,127194.91,127194.90625
137000,128455.3339000348,134786.23,128455.3339000348
143000,167707.40470741305,220257.0,167707.40470741305
79500,79500.0,84265.81,79500.0
185900,185900.0,189206.38,185900.0
451950,451950.0,450858.53,450858.53125
138000,138000.0,139990.64,138000.0
140000,144000.0,141152.27,141152.265625
110000,121689.20800386558,124195.484,121689.20800386558
319000,319000.0,320704.72,319000.0
114504,114504.0,116378.586,114504.0
194201,194201.0,192416.03,192416.03125
217500,217500.0,212082.45,212082.453125
151000,147600.73881719864,147986.75,147600.73881719864
275000,275000.0,268728.3,268728.3125
141000,141000.0,135889.25,135889.25
220000,220000.0,217024.05,217024.046875
151000,151000.0,148570.31,148570.3125
221000,221000.0,226295.31,221000.0
205000,179313.33795734087,207544.48,179313.33795734087
152000,152000.0,153237.97,152000.0
225000,170102.28619755222,166586.06,166586.0625
359100,226705.054581226,302514.78,226705.054581226
118500,118500.0,121665.39,118500.0
313000,313000.0,309587.94,309587.9375
148000,148000.0,151915.5,148000.0
261500,261500.0,256197.53,256197.53125
147000,147000.0,147459.22,147000.0
75500,75500.0,77825.66,75500.0
137500,139433.38082405584,134403.53,134403.53125
183200,183200.0,182893.66,182893.65625
105500,122990.27684145031,127150.43,122990.27684145031
314813,314813.0,316332.4,314813.0
305000,305000.0,309603.28,305000.0
67000,67000.0,60824.266,60824.265625
240000,240000.0,245458.55,240000.0
135000,135000.0,133145.8,133145.796875
168500,168500.0,169884.45,168500.0
165150,165150.0,165772.4,165150.0
160000,160000.0,158460.0,158460.0
139900,139900.0,138092.81,138092.8125
153000,153000.0,154204.12,153000.0
135000,135000.0,153949.05,135000.0
168500,168500.0,153624.36,153624.359375
124000,124000.0,123466.6,123466.6015625
209500,211676.4035585839,244276.97,211676.4035585839
82500,180311.36339054813,193369.7,180311.36339054813
139400,139400.0,136985.4,136985.40625
144000,144000.0,141365.53,141365.53125
200000,200000.0,200309.88,200000.0
60000,60000.0,60856.105,60000.0
93000,93000.0,99229.09,93000.0
85000,96225.01895233415,92878.72,92878.71875
264561,236192.30003284878,281717.62,236192.30003284878
274000,274000.0,269002.44,269002.4375
226000,226000.0,231533.31,226000.0
345000,345000.0,347384.34,345000.0
152000,152000.0,149978.08,149978.078125
370878,370878.0,372154.72,370878.0
143250,141374.49803374056,129642.41,129642.40625
98300,98300.0,97831.28,97831.28125
155000,149908.5633368322,151452.42,149908.5633368322
155000,155000.0,157029.0,155000.0
84500,84500.0,79316.39,79316.390625
205950,205950.0,206069.48,205950.0
108000,108000.0,113443.66,108000.0
191000,195578.9378459958,182951.58,182951.578125
135000,135000.0,134808.73,134808.734375
350000,309116.274724087,327290.94,309116.274724087
88000,88000.0,85941.805,85941.8046875
145500,145500.0,146169.28,145500.0
149000,149000.0,155292.8,149000.0
97500,97500.0,103180.75,97500.0
167000,167000.0,165892.33,165892.328125
197900,197900.0,199574.83,197900.0
402000,402000.0,400941.66,400941.65625
110000,110000.0,113909.65,110000.0
137500,138158.51965584003,140846.56,138158.51965584003
423000,349903.47905812546,354815.22,349903.47905812546
230500,230500.0,230246.03,230246.03125
129000,129000.0,132027.36,129000.0
193500,193500.0,200963.72,193500.0
168000,149242.97450609604,164788.34,149242.97450609604
137500,137500.0,125257.64,125257.640625
173500,173500.0,177310.48,173500.0
103600,103600.0,105823.22,103600.0
165000,165000.0,166916.75,165000.0
257500,257500.0,258002.44,257500.0
140000,140000.0,142022.45,140000.0
148500,146500.0068698651,156200.9,146500.0068698651
87000,87000.0,85464.74,85464.7421875
109500,109500.0,109132.78,109132.78125
372500,372500.0,371183.7,371183.6875
128500,128500.0,129436.42,128500.0
143000,143000.0,139398.28,139398.28125
159434,159434.0,151415.31,151415.3125
173000,173000.0,174378.03,173000.0
285000,285000.0,285600.03,285000.0
221000,221000.0,218868.95,218868.953125
207500,207500.0,206513.28,206513.28125
227875,227875.0,227053.52,227053.515625
148800,148800.0,150514.97,148800.0
392000,237411.38488409726,239853.72,237411.38488409726
194700,194700.0,186127.94,186127.9375
141000,145150.0,146828.28,145150.0
755000,755000.0,749261.25,749261.25
335000,335000.0,327677.22,327677.21875
108480,108480.0,106757.81,106757.8125
141500,138376.74336053975,130869.87,130869.8671875
176000,155548.13930105974,166971.17,155548.13930105974
89000,89000.0,92038.84,89000.0
123500,123500.0,121542.695,121542.6953125
138500,126769.3382957316,122707.45,122707.453125
196000,196000.0,195804.92,195804.921875
312500,312500.0,312072.6,312072.59375
140000,140000.0,148786.77,140000.0
361919,361919.0,360058.88,360058.875
140000,140000.0,140610.45,140000.0
213000,213000.0,209339.12,209339.125
55000,55000.0,56022.4,55000.0
302000,302000.0,306839.66,302000.0
254000,254000.0,240436.45,240436.453125
179540,179540.0,173025.48,173025.484375
109900,109900.0,113721.53,109900.0
52000,52000.0,52220.63,52000.0
102776,102776.0,102600.78,102600.78125
189000,189000.0,184300.39,184300.390625
129000,129000.0,126678.62,126678.6171875
130500,130500.0,137943.72,130500.0
165000,160848.29150232725,155149.4,155149.40625
159500,159500.0,159774.31,159500.0
157000,157000.0,154165.84,154165.84375
341000,341000.0,334303.88,334303.875
