Id,SalePrice
1664,612843.44
1665,308389.9
1666,314836.4
1667,401108.38
1668,316867.38
1669,296431.75
1670,317634.16
1671,274956.66
1672,547398.3
1673,303952.34
1674,251011.61
1675,185872.02
1676,186959.97
1677,215728.11
1678,573256.06
1679,450819.16
1680,326315.7
1681,272114.75
1682,281634.3
1683,185980.81
1684,177352.17
1685,176058.0
1686,176908.16
1687,177690.6
1688,187246.28
1689,195345.19
1690,190169.44
1691,184957.2
1692,270983.6
1693,179667.81
1694,179268.62
1695,166796.06
1696,263868.34
1697,167962.62
1698,330896.0
1699,292743.62
1700,246994.88
1701,273464.7
1702,265658.94
1703,263478.9
1704,320037.53
1705,228140.73
1706,569205.94
1707,222256.62
1708,216315.2
1709,264981.03
1710,225679.94
1711,245802.31
1712,288769.44
1713,248460.75
1714,223879.11
1715,199589.78
1716,190373.6
1717,188541.69
1718,123630.6
1719,205879.23
1720,240187.92
1721,166452.48
1722,118401.13
1723,153094.27
1724,218363.81
1725,238390.22
1726,193926.58
1727,157437.16
1728,185304.17
1729,163895.36
1730,166546.5
1731,116221.586
1732,125760.664
1733,125555.91
1734,124535.06
1735,123936.96
1736,115540.64
1737,360939.56
1738,210083.42
1739,249811.84
1740,218511.58
1741,198449.42
1742,171067.3
1743,171624.03
1744,293051.25
1745,223771.81
1746,274260.6
1747,232563.39
1748,235484.6
1749,155920.73
1750,134881.48
1751,253834.7
1752,129703.445
1753,136282.31
1754,196375.11
1755,169306.52
1756,144969.94
1757,124042.06
1758,145157.48
1759,164046.8
1760,154226.4
1761,138809.02
1762,166778.69
1763,181133.44
1764,127641.35
1765,161867.86
1766,165870.52
1767,198068.86
1768,146637.45
1769,169149.67
1770,138027.97
1771,142278.3
1772,136167.67
1773,123730.18
1774,120817.78
1775,135309.11
1776,130562.54
1777,118412.55
1778,137072.45
1779,133190.92
1780,178299.64
1781,142034.2
1782,77032.68
1783,123298.62
1784,97737.78
1785,102646.18
1786,142822.83
1787,184673.06
1788,56384.723
1789,102317.98
1790,66098.28
1791,162730.03
1792,144830.84
1793,128594.33
1794,141346.08
1795,139362.48
1796,147166.22
1797,129653.445
1798,118084.19
1799,113320.734
1800,155669.78
1801,116753.266
1802,137951.81
1803,145268.02
1804,137700.38
1805,143531.94
1806,123911.89
1807,151022.95
1808,112779.984
1809,123709.54
1810,148243.92
1811,104348.8
1812,113511.98
1813,128622.44
1814,86905.3
1815,60748.113
1816,100902.33
1817,112449.55
1818,159311.75
1819,140555.62
1820,79831.91
1821,127034.44
1822,145983.03
1823,46369.137
1824,149053.2
1825,146513.55
1826,124197.336
1827,91506.43
1828,154108.14
1829,91311.64
1830,145844.23
1831,185263.56
1832,97964.68
1833,166055.58
1834,128844.516
1835,143612.6
1836,140848.12
1837,116497.96
1838,122742.58
1839,95167.55
1840,154330.45
1841,139842.61
1842,81886.89
1843,132024.2
1844,144763.1
1845,138658.06
1846,153436.75
1847,172419.16
1848,53212.75
1849,109419.94
1850,126830.21
1851,167931.95
1852,128834.75
1853,146022.56
1854,165764.02
1855,150984.53
1856,211022.9
1857,145147.55
1858,118617.04
1859,117484.67
1860,157279.02
1861,118198.56
1862,251030.42
1863,251395.12
1864,251395.12
1865,306040.16
1866,296592.2
1867,226215.89
1868,326819.97
1869,200833.23
1870,236437.27
1871,232671.64
1872,171353.23
1873,209489.45
1874,148122.33
1875,192525.6
1876,190041.48
1877,206612.89
1878,210214.95
1879,130024.39
1880,136532.81
1881,231738.64
1882,249068.22
1883,195863.08
1884,198269.58
1885,255821.62
1886,314621.44
1887,193614.33
1888,268316.0
1889,169347.64
1890,119652.37
1891,143742.88
1892,104045.84
1893,138228.42
1894,129658.66
1895,153661.05
1896,139804.1
1897,120473.24
1898,125196.5
1899,152069.14
1900,156949.97
1901,174602.6
1902,130202.02
1903,233356.48
1904,141954.8
1905,173217.2
1906,163216.19
1907,212269.27
1908,105283.66
1909,154532.66
1910,133585.25
1911,185094.92
1912,277053.47
1913,137838.64
1914,79277.945
1915,373430.1
1916,53858.043
1917,276994.72
1918,142567.64
1919,166892.03
1920,130331.766
1921,427679.78
1922,302414.72
1923,230612.25
1924,189087.16
1925,221618.31
1926,405388.22
1927,136257.38
1928,155563.25
1929,134332.03
1930,141208.53
1931,142464.5
1932,138516.92
1933,180601.77
1934,182140.4
1935,168589.81
1936,191919.72
1937,170840.67
1938,152923.55
1939,229487.8
1940,195222.28
1941,156583.19
1942,176630.3
1943,194723.62
1944,314619.62
1945,377155.38
1946,127956.86
1947,307799.03
1948,142936.67
1949,248936.67
1950,171750.55
1951,264160.03
1952,225680.75
1953,170421.55
1954,207588.0
1955,128319.35
1956,262941.78
1957,152905.56
1958,311703.78
1959,135735.67
1960,112349.586
1961,117212.18
1962,103543.09
1963,104817.46
1964,112945.516
1965,145315.62
1966,151685.5
1967,262851.3
1968,510643.97
1969,403773.06
1970,565449.25
1971,520852.03
1972,404542.6
1973,293932.2
1974,320823.47
1975,566433.3
1976,259516.97
1977,330383.03
1978,313091.16
1979,324017.72
1980,187813.25
1981,325237.25
1982,222951.73
1983,209538.86
1984,167515.28
1985,206656.95
1986,201687.0
1987,195864.77
1988,173974.4
1989,189335.0
1990,221339.44
1991,220134.69
1992,207662.97
1993,175382.08
1994,244964.1
1995,180368.98
1996,270337.84
1997,327934.12
1998,354398.28
1999,254358.03
2000,305657.38
2001,258202.5
2002,223311.48
2003,244593.22
2004,255127.66
2005,223650.56
2006,235694.5
2007,258169.69
2008,220445.03
2009,194127.34
2010,194141.47
2011,123634.83
2012,187937.39
2013,177335.14
2014,188118.92
2015,198201.97
2016,188110.3
2017,197601.31
2018,132898.62
2019,133585.98
2020,126224.695
2021,112197.7
2022,177328.86
2023,127858.8
2024,237248.39
2025,453986.22
2026,177543.47
2027,152880.17
2028,156688.42
2029,171700.34
2030,286434.97
2031,252977.62
2032,273487.1
2033,285899.66
2034,166354.22
2035,201895.23
2036,217130.8
2037,223032.36
2038,365457.6
2039,226494.95
2040,377057.03
2041,263524.97
2042,195767.3
2043,172053.08
2044,173075.23
2045,205845.1
2046,128531.51
2047,143305.39
2048,125970.055
2049,129306.45
2050,178029.44
2051,121169.875
2052,124128.42
2053,148786.2
2054,96706.67
2055,180882.47
2056,157987.14
2057,131885.31
2058,222807.5
2059,138238.52
2060,180172.48
2061,171948.11
2062,140810.48
2063,112613.38
2064,142220.69
2065,135598.56
2066,176773.27
2067,125767.1
2068,127828.38
2069,97426.24
2070,113156.76
2071,82600.664
2072,124112.92
2073,141341.34
2074,166932.97
2075,143080.11
2076,118854.07
2077,156136.78
2078,137181.12
2079,138296.31
2080,107396.805
2081,131091.31
2082,128302.88
2083,144252.92
2084,108667.26
2085,120801.03
2086,128626.65
2087,110212.71
2088,110420.734
2089,86509.81
2090,131693.58
2091,113218.03
2092,112511.81
2093,138554.98
2094,147446.42
2095,135895.0
2096,97753.9
2097,96532.914
2098,146573.36
2099,58296.508
2100,78876.44
2101,113615.45
2102,149079.47
2103,97954.25
2104,133687.0
2105,136277.3
2106,53713.582
2107,241723.14
2108,115991.13
2109,108262.75
2110,131352.52
2111,158961.34
2112,151938.73
2113,129584.75
2114,126594.52
2115,174816.64
2116,118648.79
2117,156861.06
2118,138432.47
2119,108760.66
2120,134457.84
2121,101530.17
2122,111482.17
2123,91470.69
2124,216372.75
2125,127988.695
2126,140858.6
2127,179389.81
2128,136802.28
2129,99891.61
2130,145348.73
2131,156558.42
2132,109391.24
2133,121003.625
2134,118860.516
2135,86461.086
2136,76547.98
2137,100318.73
2138,143597.4
2139,145104.02
2140,140744.47
2141,149627.2
2142,133382.58
2143,120192.24
2144,132895.44
2145,139199.66
2146,157901.53
2147,167549.45
2148,121816.77
2149,137816.66
2150,222480.89
2151,140542.25
2152,186916.67
2153,180656.84
2154,128903.44
2155,136771.2
2156,259917.86
2157,230882.42
2158,236362.44
2159,232470.44
2160,180426.8
2161,251214.73
2162,421633.2
2163,307858.72
2164,220047.97
2165,197473.61
2166,144390.84
2167,206774.33
2168,209269.25
2169,199695.16
2170,210650.2
2171,140822.62
2172,126990.68
2173,156948.98
2174,229708.61
2175,277553.1
2176,312459.03
2177,242663.6
2178,225577.75
2179,143618.11
2180,172782.53
2181,182672.36
2182,216260.36
2183,190469.1
2184,124922.63
2185,123897.26
2186,156253.9
2187,138281.7
2188,169831.23
2189,230091.66
2190,97174.09
2191,101170.04
2192,101242.34
2193,92371.5
2194,109932.305
2195,117539.81
2196,98934.0
2197,113964.54
2198,159800.36
2199,167622.77
2200,154718.5
2201,142045.03
2202,215368.28
2203,145572.88
2204,203872.75
2205,109577.0
2206,146331.14
2207,203037.31
2208,258319.3
2209,184094.08
2210,107550.914
2211,115378.67
2212,109593.98
2213,114309.484
2214,142791.11
2215,108086.01
2216,153697.38
2217,55979.8
2218,117247.9
2219,89540.8
2220,83404.91
2221,373430.1
2222,241338.17
2223,244427.16
2224,208293.3
2225,114655.95
2226,177821.86
2227,205857.77
2228,258427.11
2229,254242.6
2230,160597.08
2231,205202.33
2232,165138.2
2233,172055.14
2234,228781.97
2235,226318.14
2236,281118.0
2237,335555.94
2238,203314.89
2239,107284.625
2240,166109.19
2241,146063.83
2242,129620.8
2243,145172.42
2244,111003.766
2245,105735.2
2246,142655.77
2247,112717.766
2248,128557.586
2249,126456.27
2250,129020.48
2251,104366.08
2252,173244.25
2253,161055.52
2254,178931.39
2255,188861.9
2256,192027.53
2257,189364.0
2258,178379.5
2259,169146.44
2260,133728.77
2261,191582.92
2262,208096.72
2263,335036.5
2264,393389.28
2265,136985.19
2266,293501.38
2267,446815.0
2268,395864.6
2269,131988.98
2270,182413.73
2271,237006.92
2272,212615.66
2273,165337.77
2274,162746.12
2275,148253.11
2276,181122.22
2277,185455.36
2278,147027.42
2279,126484.22
2280,115730.88
2281,170209.31
2282,179387.78
2283,100024.48
2284,104953.3
2285,158342.53
2286,129840.92
2287,334383.94
2288,288465.28
2289,402265.53
2290,472053.1
2291,330668.7
2292,428760.62
2293,583817.94
2294,398324.47
2295,554920.1
2296,318979.38
2297,325098.7
2298,312742.94
2299,391833.66
2300,334227.56
2301,266872.8
2302,233757.84
2303,255673.86
2304,249826.0
2305,188228.05
2306,189541.3
2307,185872.02
2308,228514.89
2309,289601.88
2310,217299.22
2311,198758.7
2312,157687.17
2313,174869.11
2314,188167.3
2315,175387.17
2316,183249.16
2317,184646.17
2318,183332.14
2319,191224.6
2320,194686.0
2321,256368.2
2322,184760.58
2323,184073.47
2324,171199.95
2325,222346.44
2326,174580.33
2327,213928.67
2328,230283.23
2329,184424.27
2330,170613.2
2331,332638.06
2332,451083.2
2333,325915.2
2334,260120.98
2335,269131.62
2336,377504.47
2337,188469.61
2338,257803.2
2339,239379.34
2340,424905.12
2341,218061.31
2342,242717.7
2343,224033.44
2344,235429.75
2345,239282.89
2346,229733.64
2347,200798.75
2348,248622.03
2349,160089.86
2350,265998.3
2351,275262.8
2352,261032.64
2353,215127.77
2354,125844.31
2355,154318.66
2356,148507.4
2357,205109.92
2358,192028.25
2359,136454.17
2360,114126.98
2361,142820.5
2362,270155.97
2363,139041.58
2364,148495.08
2365,213646.08
2366,211123.03
2367,230825.67
2368,205173.12
2369,230116.14
2370,177156.84
2371,171396.1
2372,182187.36
2373,300703.12
2374,331854.25
2375,236889.0
2376,297829.4
2377,507231.06
2378,142150.86
2379,207490.84
2380,142783.23
2381,158422.2
2382,207818.98
2383,208574.8
2384,242646.2
2385,152281.66
2386,144520.64
2387,147084.3
2388,111906.586
2389,133937.61
2390,148685.52
2391,146430.92
2392,114920.18
2393,162456.11
2394,138990.44
2395,214161.69
2396,159097.53
2397,217044.27
2398,113657.91
2399,65260.63
2400,62850.926
2401,102736.72
2402,138977.16
2403,128568.234
2404,157742.75
2405,161785.36
2406,149939.92
2407,132146.28
2408,145517.81
2409,137359.89
2410,175648.19
2411,125922.92
2412,166703.23
2413,140831.47
2414,142415.47
2415,128116.41
2416,125201.42
2417,139040.03
2418,124076.58
2419,128696.016
2420,132551.17
2421,169205.6
2422,115317.695
2423,113793.5
2424,144720.0
2425,146732.92
2426,135409.84
2427,142993.1
2428,182381.6
2429,113613.22
2430,135299.06
2431,126844.516
2432,144228.67
2433,149773.83
2434,143220.81
2435,159277.94
2436,113691.49
2437,116003.68
2438,141290.88
2439,102040.664
2440,126090.7
2441,116399.23
2442,102928.52
2443,120219.0
2444,136911.02
2445,97865.7
2446,125233.19
2447,209345.66
2448,134448.4
2449,127373.21
2450,144744.44
2451,149082.86
2452,218534.4
2453,99030.195
2454,140445.33
2455,122990.6
2456,137843.73
2457,125200.52
2458,144798.81
2459,103050.37
2460,141815.7
2461,125584.99
2462,141388.33
2463,122243.57
2464,155196.05
2465,125857.49
2466,107471.98
2467,155203.17
2468,99161.69
2469,87521.484
2470,169259.23
2471,236336.06
2472,174339.58
2473,127326.22
2474,99346.91
2475,204428.0
2476,123720.21
2477,126712.984
2478,157343.64
2479,98413.89
2480,127174.39
2481,126088.44
2482,130368.73
2483,129927.984
2484,117425.484
2485,125620.8
2486,150588.17
2487,152171.47
2488,161662.72
2489,150160.44
2490,140669.7
2491,102506.234
2492,178602.78
2493,152331.86
2494,151236.08
2495,105089.78
2496,242902.78
2497,151895.81
2498,118989.695
2499,77304.44
2500,122842.836
2501,138538.4
2502,148342.86
2503,106759.94
2504,154311.92
2505,229170.97
2506,282757.75
2507,310006.0
2508,282757.75
2509,212251.39
2510,220972.8
2511,181503.78
2512,207661.38
2513,210505.34
2514,262721.0
2515,137444.72
2516,172155.14
2517,134360.92
2518,148963.56
2519,222164.4
2520,194538.33
2521,187126.88
2522,227358.11
2523,120973.12
2524,138154.58
2525,146552.28
2526,135471.48
2527,111357.336
2528,120076.16
2529,126772.43
2530,114529.44
2531,249316.25
2532,221294.98
2533,195863.08
2534,236448.33
2535,316128.1
2536,242291.6
2537,230470.05
2538,180735.64
2539,189124.06
2540,177800.88
2541,188269.31
2542,165053.55
2543,129567.27
2544,117213.984
2545,129041.625
2546,133954.38
2547,141396.66
2548,144910.67
2549,166349.42
2550,196966.02
2551,138436.89
2552,118697.71
2553,82319.516
2554,101081.75
2555,118051.516
2556,106549.56
2557,104026.06
2558,168447.8
2559,133966.53
2560,148573.23
2561,158467.6
2562,161195.23
2563,155407.05
2564,177197.36
2565,150083.33
2566,148654.97
2567,128244.734
2568,175423.27
2569,171848.9
2570,106302.96
2571,153014.14
2572,197705.02
2573,196040.61
2574,288558.84
2575,142948.81
2576,125915.49
2577,157675.66
2578,94431.305
2579,63522.41
2580,122245.555
2581,135086.81
2582,137684.42
2583,273118.97
2584,172886.44
2585,168576.38
2586,199623.9
2587,201371.78
2588,155233.48
2589,147671.95
2590,206197.36
2591,231590.14
2592,239353.86
2593,261269.25
2594,173115.88
2595,217033.23
2596,329036.25
2597,174075.14
2598,310426.3
2599,322535.22
2600,151156.77
2601,137614.6
2602,84999.055
2603,107007.71
2604,93851.555
2605,72751.47
2606,147110.08
2607,168464.39
2608,198259.39
2609,164028.8
2610,127037.984
2611,136882.9
2612,136798.62
2613,132604.81
2614,132595.95
2615,156647.08
2616,139008.11
2617,170095.75
2618,152052.33
2619,197113.36
2620,181218.05
2621,178960.67
2622,183456.64
2623,273747.66
2624,274697.47
2625,293699.84
2626,170325.62
2627,183914.4
2628,508763.16
2629,492465.16
2630,375509.03
2631,431163.03
2632,483560.47
2633,295442.56
2634,385801.56
2635,160350.86
2636,174731.83
2637,178311.77
2638,286406.03
2639,191476.11
2640,141072.39
2641,106247.02
2642,188274.08
2643,94485.88
2644,130158.67
2645,109579.67
2646,98342.34
2647,100746.26
2648,146341.78
2649,158200.69
2650,151006.47
2651,146224.31
2652,515114.9
2653,246166.56
2654,239433.02
2655,377885.78
2656,335172.06
2657,382424.66
2658,299365.88
2659,332156.34
2660,350939.66
2661,344128.5
2662,362243.72
2663,253327.66
2664,286829.7
2665,325604.66
2666,292299.25
2667,170053.19
2668,187859.36
2669,176663.58
2670,319931.66
2671,190916.66
2672,190475.36
2673,204945.06
2674,200603.75
2675,179777.62
2676,194384.08
2677,208273.64
2678,257269.86
2679,283417.34
2680,282897.9
2681,504641.72
2682,317679.84
2683,522895.47
2684,308963.75
2685,322929.12
2686,272314.53
2687,325049.12
2688,236266.38
2689,227952.0
2690,556939.0
2691,192443.27
2692,125906.84
2693,192179.02
2694,123324.49
2695,187536.16
2696,185883.11
2697,172769.67
2698,203851.73
2699,179497.23
2700,155665.86
2701,165714.69
2702,98777.12
2703,146164.94
2704,145969.19
2705,125464.89
2706,117444.14
2707,119886.54
2708,130177.125
2709,127650.95
2710,133388.48
2711,297255.5
2712,315429.44
2713,176278.28
2714,156607.4
2715,171045.42
2716,155937.62
2717,187738.3
2718,234955.72
2719,135714.06
2720,167553.98
2721,133918.81
2722,167107.2
2723,148216.55
2724,137450.1
2725,136859.06
2726,142794.53
2727,179071.06
2728,164832.1
2729,150626.66
2730,144739.27
2731,131427.34
2732,128073.95
2733,152088.58
2734,156977.53
2735,146855.62
2736,140529.98
2737,123767.47
2738,128568.234
2739,156294.06
2740,130933.6
2741,153874.45
2742,147029.42
2743,156119.48
2744,154590.69
2745,145032.02
2746,132051.67
2747,165799.45
2748,125957.945
2749,127351.17
2750,124003.516
2751,131418.94
2752,189714.88
2753,155856.08
2754,190760.61
2755,121366.19
2756,81490.46
2757,65712.664
2758,85016.555
2759,169721.56
2760,105402.516
2761,145890.12
2762,150290.66
2763,189693.12
2764,176954.44
2765,258185.25
2766,127578.07
2767,88788.04
2768,129686.73
2769,144806.67
2770,152468.81
2771,119778.664
2772,124605.27
2773,144779.4
2774,132082.69
2775,138120.03
2776,140741.81
2777,155781.38
2778,146530.5
2779,137735.44
2780,116249.766
2781,99886.41
2782,103090.695
2783,109378.93
2784,128263.836
2785,132623.45
2786,67376.29
2787,117985.98
2788,67643.516
2789,178721.89
2790,114366.05
2791,122872.64
2792,63783.953
2793,177714.9
2794,100370.0
2795,121295.96
2796,92087.61
2797,161741.02
2798,117253.984
2799,123994.414
2800,76987.766
2801,106555.72
2802,130944.125
2803,137200.53
2804,140980.73
2805,118186.72
2806,78116.11
2807,174500.75
2808,148167.53
2809,130258.04
2810,133284.47
2811,149774.56
2812,148756.47
2813,135222.06
2814,154086.19
2815,97234.77
2816,234078.8
2817,142140.81
2818,124528.15
2819,194024.92
2820,137539.03
2821,118124.164
2822,210164.14
2823,255760.23
2824,163931.7
2825,164408.47
2826,124895.13
2827,141804.25
2828,193821.66
2829,161027.3
2830,200468.25
2831,185951.53
2832,240487.0
2833,266419.4
2834,209988.2
2835,217933.55
2836,191661.89
2837,155619.48
2838,141177.33
2839,172920.23
2840,182283.6
2841,204327.22
2842,243512.95
2843,148541.73
2844,146489.94
2845,126963.03
2846,203845.23
2847,197451.48
2848,225780.1
2849,197787.6
2850,260604.7
2851,221451.39
2852,233430.67
2853,242123.56
2854,147042.89
2855,198784.36
2856,213817.05
2857,191661.89
2858,192644.72
2859,129766.62
2860,138326.78
2861,122913.72
2862,197845.2
2863,126061.836
2864,239360.4
2865,142826.45
2866,133327.53
2867,99366.31
2868,99326.34
2869,110443.836
2870,130083.95
2871,96060.68
2872,55712.555
2873,105751.87
2874,151746.23
2875,132016.33
2876,162436.88
2877,151510.48
2878,166242.53
2879,153860.42
2880,112930.234
2881,163460.77
2882,163616.2
2883,192638.9
2884,183629.64
2885,184964.27
2886,215281.39
2887,100767.09
2888,145531.83
2889,53030.65
2890,80794.44
2891,138091.6
2892,40536.21
2893,105460.17
2894,72899.4
2895,349224.75
2896,279481.38
2897,199092.14
2898,149819.05
2899,220289.88
2900,139367.62
2901,175994.28
2902,181097.69
2903,381594.16
2904,380761.16
2905,96874.38
2906,201631.1
2907,125810.13
2908,130309.95
2909,132757.0
2910,83484.84
2911,84999.055
2912,152685.39
2913,86568.4
2914,80346.05
2915,88200.22
2916,82923.65
2917,150732.14
2918,116632.42
2919,241645.72
