id,Calories
750351,56.332348
750352,71.400246
750353,93.62745
750354,30.575533
750355,47.41443
750356,43.896202
750357,14.681328
750358,69.97942
750359,230.2811
750360,137.94225
750361,50.858273
750362,139.25934
750363,39.804684
750364,53.100937
750365,197.7854
750366,91.193665
750367,86.90765
750368,124.012596
750369,62.947926
750370,164.97604
750371,83.32226
750372,89.57875
750373,114.3407
750374,111.65134
750375,181.97421
750376,29.004612
750377,78.47514
750378,10.012659
750379,188.8962
750380,124.08514
750381,197.82426
750382,99.49524
750383,7.0924764
750384,173.63379
750385,107.41895
750386,53.603657
750387,148.81842
750388,181.2996
750389,171.89114
750390,7.879081
750391,114.85762
750392,232.25264
750393,117.718025
750394,160.77342
750395,86.569214
750396,62.05328
750397,43.11288
750398,61.450756
750399,134.65111
750400,28.884289
750401,8.71148
750402,172.33127
750403,74.568954
750404,84.55686
750405,8.942594
750406,149.3682
750407,42.533657
750408,10.319743
750409,139.23717
750410,109.175064
750411,211.74222
750412,9.966502
750413,106.97651
750414,179.26074
750415,165.02452
750416,184.25482
750417,84.60353
750418,22.044914
750419,57.028522
750420,11.958742
750421,76.50389
750422,112.57875
750423,20.723398
750424,40.66285
750425,57.721573
750426,99.64225
750427,141.57716
750428,54.296574
750429,1.5296214
750430,71.21545
750431,10.7406435
750432,144.64801
750433,56.748028
750434,61.863316
750435,97.27434
750436,98.97939
750437,15.503561
750438,38.29854
750439,62.72208
750440,87.62411
750441,145.77783
750442,147.90652
750443,69.692635
750444,40.418022
750445,3.8469672
750446,153.2737
750447,151.37796
750448,24.15711
750449,232.41649
750450,107.56982
750451,165.64133
750452,98.46897
750453,141.00127
750454,66.494156
750455,91.10639
750456,157.61877
750457,14.430357
750458,191.48555
750459,12.835526
750460,39.848858
750461,121.46743
750462,129.8611
750463,148.95555
750464,21.532602
750465,54.260704
750466,159.35014
750467,90.72036
750468,194.41853
750469,139.06627
750470,150.13086
750471,118.43164
750472,34.3691
750473,107.86229
750474,56.140255
750475,79.78095
750476,150.3512
750477,11.737277
750478,91.37858
750479,15.332448
750480,117.65582
750481,15.528697
750482,139.93042
750483,39.940666
750484,87.142654
750485,8.878758
750486,102.7756
750487,76.56066
750488,101.48845
750489,111.13457
750490,51.288414
750491,45.984062
750492,57.973064
750493,29.065207
750494,121.99569
750495,47.070534
750496,18.752085
750497,30.571798
750498,23.784086
750499,106.34444
750500,48.983868
750501,43.31458
750502,86.383835
750503,12.568482
750504,71.82049
750505,203.35356
750506,192.98514
750507,91.19453
750508,183.18669
750509,3.7255697
750510,60.91067
750511,38.235756
750512,119.86571
750513,201.18701
750514,83.53452
750515,187.08516
750516,54.72208
750517,164.00143
750518,102.653076
750519,199.77643
750520,104.73345
750521,67.931656
750522,101.88256
750523,160.09183
750524,78.912025
750525,151.3989
750526,112.931946
750527,131.25647
750528,141.5237
750529,211.13063
750530,178.4002
750531,6.7662954
750532,41.76796
750533,169.07225
750534,122.859
750535,54.08108
750536,31.047138
750537,106.83147
750538,5.389923
750539,60.3235
750540,60.232914
750541,9.331591
750542,29.569048
750543,146.81381
750544,187.14409
750545,54.03208
750546,159.6232
750547,40.14993
750548,198.34073
750549,195.63101
750550,69.69517
750551,230.39607
750552,50.829655
750553,207.6166
750554,4.110065
750555,27.264011
750556,79.42078
750557,56.36184
750558,96.22718
750559,60.60785
750560,39.805077
750561,58.79587
750562,44.04568
750563,25.11241
750564,38.19965
750565,156.9215
750566,33.53976
750567,10.602003
750568,102.29005
750569,108.36425
750570,119.69834
750571,2.653638
750572,94.70888
750573,46.610874
750574,17.466185
750575,101.33082
750576,22.13121
750577,6.837135
750578,77.75307
750579,82.62216
750580,31.221525
750581,146.40694
750582,102.7704
750583,101.4583
750584,78.25341
750585,26.6351
750586,99.11166
750587,10.157687
750588,190.4069
750589,18.986807
750590,113.23422
750591,25.03382
750592,70.15787
750593,124.97065
750594,17.781078
750595,243.15543
750596,66.91044
750597,137.75464
750598,190.6181
750599,64.42718
750600,205.90334
750601,109.76365
750602,124.899155
750603,99.597664
750604,20.427296
750605,53.19456
750606,36.471607
750607,32.892
750608,139.98138
750609,201.14781
750610,261.66196
750611,79.0697
750612,56.73208
750613,168.15695
750614,49.331524
750615,157.26976
750616,15.296396
750617,51.03944
750618,254.33713
750619,24.430199
750620,86.52277
750621,188.60873
750622,28.927778
750623,15.826561
750624,66.45029
750625,200.3274
750626,121.197914
750627,7.8140864
750628,151.73041
750629,25.215721
750630,54.322384
750631,81.28393
750632,25.298166
750633,99.54958
750634,199.34642
750635,135.04126
750636,1.4344549
750637,113.54627
750638,19.417507
750639,100.86838
750640,126.6575
750641,67.39639
750642,31.470856
750643,112.324326
750644,118.5615
750645,181.88298
750646,116.76667
750647,172.23491
750648,46.949986
750649,175.72888
750650,171.45836
750651,6.301473
750652,4.1978903
750653,21.873793
750654,8.420913
750655,86.48224
750656,14.215621
750657,2.8098817
750658,33.04507
750659,54.656967
750660,36.749264
750661,109.60078
750662,87.380264
750663,96.96303
750664,52.133827
750665,70.73561
750666,9.088729
750667,193.77924
750668,154.1184
750669,6.141419
750670,25.563385
750671,127.88688
750672,204.89006
750673,75.51172
750674,49.55001
750675,80.41198
750676,215.82843
750677,142.53337
750678,61.009125
750679,51.53496
750680,75.543495
750681,103.58146
750682,107.01075
750683,108.165016
750684,21.541363
750685,77.36999
750686,190.09227
750687,141.12068
750688,114.36345
750689,25.32518
750690,61.98227
750691,94.83313
750692,5.1465073
750693,184.73355
750694,50.560593
750695,212.21902
750696,205.27968
750697,40.047253
750698,169.22452
750699,154.98961
750700,132.87231
750701,25.285036
750702,67.71508
750703,149.8835
750704,50.57789
750705,119.99407
750706,149.88742
750707,143.91669
750708,230.53188
750709,179.46074
750710,122.266495
750711,60.645344
750712,104.3122
750713,53.528954
750714,61.57802
750715,49.790375
750716,19.516062
750717,121.2255
750718,159.21777
750719,125.898926
750720,189.22266
750721,69.28195
750722,22.398064
750723,65.460175
750724,96.368095
750725,13.92913
750726,143.29922
750727,233.91226
750728,75.95772
750729,178.15039
750730,12.321166
750731,214.76901
750732,1.8616679
750733,163.38217
750734,47.98525
750735,23.604614
750736,88.463974
750737,7.776167
750738,86.08832
750739,110.95786
750740,66.17984
750741,93.90917
750742,13.953023
750743,167.10551
750744,19.143942
750745,24.849463
750746,68.18973
750747,105.311104
750748,76.10543
750749,40.490883
750750,129.43102
750751,43.405567
750752,48.333344
750753,95.27203
750754,183.09172
750755,68.24017
750756,49.997078
750757,81.44117
750758,8.807725
750759,88.08992
750760,119.23439
750761,25.004488
750762,63.753635
750763,21.049564
750764,153.35614
750765,30.795689
750766,170.25536
750767,61.359055
750768,164.59602
750769,13.92268
750770,27.251907
750771,195.44107
750772,133.07603
750773,73.29814
750774,13.401026
750775,79.49656
750776,75.99912
750777,115.43993
750778,131.44963
750779,6.7871013
750780,188.88123
750781,17.460976
750782,53.04453
750783,68.715866
750784,199.47083
750785,51.63143
750786,33.548336
750787,185.54036
750788,83.800064
750789,43.534794
750790,92.2511
750791,66.80367
750792,187.74634
750793,109.51416
750794,78.57524
750795,173.44174
750796,146.37119
750797,58.992527
750798,53.202045
750799,25.83018
750800,112.82298
750801,9.211738
750802,2.4757264
750803,13.5690365
750804,27.666254
750805,81.85562
750806,113.2849
750807,24.889679
750808,266.6248
750809,29.43421
750810,86.27167
750811,78.91952
750812,77.42048
750813,104.28731
750814,127.75449
750815,24.767225
750816,7.8611555
750817,95.564415
750818,12.529162
750819,169.1824
750820,113.02033
750821,98.32004
750822,26.595617
750823,59.82855
750824,68.44675
750825,44.232376
750826,86.9266
750827,30.31687
750828,97.698235
750829,28.020584
750830,98.07131
750831,79.132706
750832,29.587263
750833,25.283743
750834,79.28421
750835,144.80945
750836,195.88417
750837,7.285888
750838,142.24814
750839,100.42498
750840,54.005432
750841,73.20864
750842,12.15241
750843,68.057304
750844,30.23118
750845,75.8806
750846,159.24478
750847,136.81929
750848,12.152666
750849,157.96068
750850,37.620308
750851,142.78894
750852,49.185383
750853,121.03051
750854,42.504223
750855,36.226227
750856,176.63104
750857,21.586153
750858,53.481728
750859,98.92615
750860,146.58597
750861,167.89005
750862,120.988464
750863,160.93909
750864,166.22781
750865,34.72267
750866,146.11926
750867,48.93791
750868,146.98003
750869,99.54079
750870,89.21916
750871,128.91898
750872,90.87468
750873,208.75638
750874,94.15605
750875,167.3333
750876,52.68615
750877,111.277306
750878,128.71754
750879,15.237671
750880,48.79119
750881,98.237
750882,22.543177
750883,11.172153
750884,35.017586
750885,213.9868
750886,168.29578
750887,128.98412
750888,150.70764
750889,57.573814
750890,9.040845
750891,110.20056
750892,31.122961
750893,52.434242
750894,152.00092
750895,78.181816
750896,148.00323
750897,9.278045
750898,33.2245
750899,12.193316
750900,212.80673
750901,105.7059
750902,186.47147
750903,156.90622
750904,109.398674
750905,127.89663
750906,11.956638
750907,21.359673
750908,171.49263
750909,8.504911
750910,176.73756
750911,77.02295
750912,3.7054055
750913,102.79859
750914,191.509
750915,148.13474
750916,45.230423
750917,148.57492
750918,3.836155
750919,145.36449
750920,163.1445
750921,51.18133
750922,120.09671
750923,81.654655
750924,81.05763
750925,19.362991
750926,156.84685
750927,180.63492
750928,8.1291
750929,30.2761
750930,34.014175
750931,134.43744
750932,138.15489
750933,12.705707
750934,209.4518
750935,7.988101
750936,63.951363
750937,23.800734
750938,104.46353
750939,13.2794
750940,18.271942
750941,28.921354
750942,120.695656
750943,12.268129
750944,32.469196
750945,10.526659
750946,42.53724
750947,260.4596
750948,14.603171
750949,39.489086
750950,73.10857
750951,194.27116
750952,20.548513
750953,44.343044
750954,50.44105
750955,125.86927
750956,123.09802
750957,69.05081
750958,6.708514
750959,88.37235
750960,126.548706
750961,5.751931
750962,51.302433
750963,164.69258
750964,189.42636
750965,84.84459
750966,134.89369
750967,85.246826
750968,55.008076
750969,167.9232
750970,126.14584
750971,60.465553
750972,10.039718
750973,144.26009
750974,159.73846
750975,19.996538
750976,163.04108
750977,2.5523832
750978,203.88144
750979,80.05151
750980,71.87453
750981,32.2139
750982,10.27924
750983,80.48236
750984,129.77243
750985,61.56423
750986,177.10297
750987,138.86115
750988,92.295395
750989,108.985565
750990,151.67903
750991,11.08715
750992,136.6749
750993,57.146694
750994,63.115784
750995,14.476248
750996,15.869162
750997,17.964157
750998,155.99773
750999,60.890335
751000,22.940847
751001,92.00163
751002,171.37553
751003,106.37858
751004,97.00768
751005,129.17181
751006,157.95636
751007,144.79219
751008,170.54031
751009,240.86742
751010,4.6065426
751011,70.81842
751012,18.820286
751013,47.414867
751014,41.264435
751015,69.82403
751016,90.95268
751017,57.52007
751018,152.41365
751019,51.256447
751020,79.31162
751021,116.142105
751022,27.478296
751023,63.909966
751024,115.150246
751025,111.16719
751026,74.65778
751027,56.054993
751028,111.61507
751029,110.2692
751030,88.902245
751031,92.06323
751032,12.57502
751033,76.67182
751034,153.47276
751035,9.2400875
751036,134.89389
751037,76.37781
751038,18.958817
751039,24.540009
751040,160.84521
751041,176.41315
751042,25.05799
751043,177.01114
751044,148.47868
751045,214.5927
751046,43.04727
751047,86.40302
751048,113.29793
751049,85.1614
751050,187.62027
751051,219.06853
751052,98.20215
751053,142.32677
751054,23.67597
751055,166.32718
751056,163.34532
751057,42.307083
751058,73.046974
751059,38.410816
751060,54.596786
751061,11.760321
751062,58.737686
751063,81.838776
751064,72.61734
751065,103.83342
751066,103.47062
751067,273.07632
751068,117.99291
751069,9.098289
751070,137.5426
751071,211.83356
751072,44.51417
751073,30.449724
751074,24.270567
751075,15.782028
751076,84.90295
751077,77.897026
751078,47.247803
751079,5.9830055
751080,27.09725
751081,112.64646
751082,52.528996
751083,122.86836
751084,28.562502
751085,24.995787
751086,44.458324
751087,15.6981125
751088,237.88004
751089,37.880573
751090,172.6001
751091,17.140337
751092,164.45937
751093,11.795593
751094,45.810787
751095,109.715935
751096,48.0751
751097,29.053505
751098,139.87837
751099,142.0592
751100,160.50113
751101,41.85978
751102,113.87093
751103,25.468285
751104,163.3479
751105,229.9936
751106,33.35082
751107,186.27179
751108,103.00859
751109,30.911726
751110,37.872673
751111,14.462494
751112,198.37196
751113,65.56141
751114,193.16963
751115,89.56188
751116,69.8255
751117,73.35288
751118,156.9192
751119,219.39915
751120,52.014957
751121,52.148388
751122,109.07812
751123,174.68864
751124,33.55326
751125,11.020252
751126,87.34092
751127,14.212653
751128,37.93808
751129,31.463453
751130,65.28118
751131,6.4183874
751132,90.52876
751133,107.55721
751134,61.558743
751135,194.2582
751136,129.02063
751137,53.307728
751138,156.60796
751139,47.824463
751140,139.852
751141,124.38061
751142,131.25127
751143,5.3731146
751144,133.39534
751145,107.11295
751146,91.86223
751147,101.86581
751148,49.17277
751149,90.74785
751150,264.97833
751151,34.96523
751152,134.78961
751153,19.245049
751154,26.507484
751155,61.69963
751156,96.5292
751157,105.42556
751158,137.3215
751159,24.837317
751160,32.74964
751161,197.73605
751162,85.50653
751163,44.584873
751164,151.0677
751165,176.05026
751166,57.582012
751167,6.951418
751168,166.11752
751169,34.280506
751170,69.637825
751171,233.85034
751172,36.730835
751173,197.50627
751174,77.07959
751175,126.35536
751176,26.456413
751177,146.34773
751178,70.539154
751179,196.73872
751180,79.589424
751181,12.324771
751182,54.314545
751183,213.896
751184,57.220356
751185,66.85521
751186,182.27481
751187,191.523
751188,3.9725075
751189,109.818474
751190,126.473366
751191,7.3170085
751192,188.22668
751193,20.579779
751194,169.01587
751195,3.8452306
751196,56.987263
751197,100.15343
751198,115.90615
751199,238.63916
751200,10.74079
751201,39.965725
751202,171.11328
751203,39.491722
751204,27.15163
751205,36.337246
751206,150.02335
751207,149.43637
751208,204.44482
751209,6.585069
751210,120.00623
751211,134.22813
751212,6.0094643
751213,81.48315
751214,44.040543
751215,163.89055
751216,23.154041
751217,15.352669
751218,109.09554
751219,108.99069
751220,187.74358
751221,189.02055
751222,48.828674
751223,74.09698
751224,183.84822
751225,13.90319
751226,172.85204
751227,87.74378
751228,29.357021
751229,129.26062
751230,131.10927
751231,71.56554
751232,16.630806
751233,11.285877
751234,48.74626
751235,18.761137
751236,7.725057
751237,9.835863
751238,92.87371
751239,15.855323
751240,56.360294
751241,8.011414
751242,26.75815
751243,68.19104
751244,79.96259
751245,91.82262
751246,111.49943
751247,45.889153
751248,27.645027
751249,74.96796
751250,78.78317
751251,19.424833
751252,144.05457
751253,96.195816
751254,15.952113
751255,61.42138
751256,194.20244
751257,44.124004
751258,54.39482
751259,68.3089
751260,194.12354
751261,96.709656
751262,23.543772
751263,11.651473
751264,18.045786
751265,174.01016
751266,18.843601
751267,107.19463
751268,82.273926
751269,15.537197
751270,53.455227
751271,71.95304
751272,147.87328
751273,66.19881
751274,133.13112
751275,34.38004
751276,53.71363
751277,52.91307
751278,64.283554
751279,20.251696
751280,21.982723
751281,38.04785
751282,48.90914
751283,85.86985
751284,3.8012033
751285,56.167145
751286,58.492718
751287,53.32584
751288,65.490166
751289,103.533005
751290,40.59256
751291,35.44018
751292,98.63298
751293,68.32264
751294,73.03923
751295,36.45709
751296,166.00206
751297,29.771067
751298,148.56921
751299,191.31523
751300,3.0357885
751301,36.029907
751302,34.915947
751303,148.47903
751304,39.75617
751305,108.43684
751306,13.841312
751307,190.50304
751308,182.6991
751309,16.834414
751310,65.25782
751311,133.23991
751312,39.915108
751313,84.02336
751314,64.46633
751315,88.40006
751316,69.15005
751317,187.60535
751318,91.90529
751319,142.80336
751320,183.04103
751321,64.346016
751322,75.611206
751323,123.18639
751324,146.1293
751325,185.37003
751326,27.246145
751327,37.659863
751328,202.5518
751329,42.4222
751330,157.15262
751331,36.239902
751332,83.87712
751333,99.29671
751334,11.877831
751335,48.51991
751336,165.47029
751337,6.755867
751338,170.85083
751339,83.750534
751340,117.93753
751341,41.69677
751342,53.06852
751343,99.65213
751344,63.057983
751345,42.30994
751346,105.64547
751347,167.59816
751348,7.1288366
751349,108.090645
751350,91.664566
751351,4.146815
751352,165.42448
751353,12.404259
751354,154.08156
751355,112.742584
751356,61.059383
751357,79.61533
751358,234.22963
751359,59.093407
751360,149.24753
751361,64.46019
751362,51.187786
751363,11.798848
751364,81.252846
751365,111.3293
751366,53.772236
751367,146.14468
751368,91.081955
751369,132.79587
751370,88.145294
751371,38.99606
751372,150.8534
751373,154.16754
751374,54.30155
751375,31.707726
751376,99.13118
751377,73.946335
751378,125.40861
751379,193.7859
751380,124.78787
751381,17.349548
751382,14.978648
751383,157.77278
751384,116.521736
751385,61.853188
751386,28.043142
751387,19.029402
751388,88.39199
751389,164.76181
751390,132.34161
751391,227.04193
751392,24.941088
751393,16.660198
751394,47.714233
751395,166.14468
751396,105.53227
751397,118.0392
751398,205.96266
751399,170.02327
751400,10.169935
751401,10.796614
751402,130.9711
751403,93.41693
751404,126.40288
751405,78.25269
751406,99.19843
751407,44.739044
751408,90.63813
751409,22.387972
751410,197.35597
751411,87.12416
751412,102.54785
751413,10.611321
751414,164.3092
751415,41.379364
751416,24.438116
751417,28.152225
751418,46.281532
751419,188.19507
751420,61.817196
751421,167.51958
751422,142.19583
751423,197.48149
751424,75.66094
751425,90.77861
751426,30.593594
751427,194.43411
751428,36.57915
751429,125.2019
751430,1.2728753
751431,150.10349
751432,60.781223
751433,130.58229
751434,125.45124
751435,55.981926
751436,205.13316
751437,12.958087
751438,93.24471
751439,56.903076
751440,21.846724
751441,145.11621
751442,29.049213
751443,12.641863
751444,48.059307
751445,132.47806
751446,108.454834
751447,86.40494
751448,12.55197
751449,40.998154
751450,103.93944
751451,51.752403
751452,47.526527
751453,7.2859735
751454,125.485825
751455,50.47398
751456,121.7464
751457,108.24683
751458,3.0108998
751459,148.71765
751460,109.40422
751461,14.019315
751462,27.156647
751463,138.71806
751464,54.69422
751465,84.346825
751466,98.315575
751467,25.506226
751468,174.19211
751469,29.979898
751470,19.718666
751471,147.72498
751472,78.2965
751473,111.48448
751474,19.367748
751475,66.61628
751476,113.996735
751477,38.87833
751478,65.72071
751479,140.77475
751480,84.84877
751481,75.67392
751482,79.60444
751483,38.306694
751484,35.17093
751485,90.38036
751486,11.000184
751487,229.54425
751488,50.890247
751489,189.00377
751490,12.697997
751491,153.6117
751492,103.93839
751493,104.26388
751494,103.54295
751495,103.89829
751496,163.69836
751497,66.25342
751498,209.42274
751499,201.79088
751500,178.7946
751501,57.5856
751502,9.765817
751503,177.72064
751504,19.841755
751505,159.32068
751506,125.525276
751507,24.66973
751508,138.15475
751509,38.35872
751510,123.09569
751511,85.88406
751512,84.19976
751513,168.67259
751514,170.25098
751515,40.297028
751516,26.40097
751517,22.69374
751518,98.12849
751519,45.5736
751520,80.95371
751521,29.178465
751522,96.26822
751523,39.249573
751524,106.47019
751525,186.59964
751526,22.387957
751527,103.15839
751528,11.680011
751529,80.43542
751530,121.452194
751531,63.767056
751532,8.920884
751533,66.0511
751534,41.91426
751535,73.08155
751536,7.793405
751537,19.456043
751538,135.4098
751539,23.197355
751540,224.17877
751541,37.196606
751542,168.98375
751543,194.06592
751544,90.61201
751545,96.89869
751546,45.340054
751547,26.85829
751548,2.8745775
751549,210.18944
751550,7.3398933
751551,71.705765
751552,121.088394
751553,66.26014
751554,52.97434
751555,49.48245
751556,6.783042
751557,26.85044
751558,52.23123
751559,55.26189
751560,195.51779
751561,143.65689
751562,60.83587
751563,194.9894
751564,47.090656
751565,24.54224
751566,153.53241
751567,23.958864
751568,175.2716
751569,24.172207
751570,15.494299
751571,121.69351
751572,24.235264
751573,150.5854
751574,94.04189
751575,69.37243
751576,61.9166
751577,73.96775
751578,39.738297
751579,88.548164
751580,21.916773
751581,14.503737
751582,135.24078
751583,47.599083
751584,143.46744
751585,94.26579
751586,13.105721
751587,61.561424
751588,21.09517
751589,165.13812
751590,66.912506
751591,49.46019
751592,252.58803
751593,23.061518
751594,135.38933
751595,50.320534
751596,90.49021
751597,69.18454
751598,91.798546
751599,126.639
751600,133.05766
751601,91.93267
751602,16.141884
751603,21.834505
751604,83.49909
751605,190.85512
751606,95.300125
751607,127.61879
751608,190.00665
751609,70.240486
751610,65.33294
751611,7.3658624
751612,77.802315
751613,185.34055
751614,41.347775
751615,29.296875
751616,169.58438
751617,105.507286
751618,21.041168
751619,104.57855
751620,107.20211
751621,20.577246
751622,48.98113
751623,91.84386
751624,4.362384
751625,49.69235
751626,8.3318815
751627,126.560715
751628,48.215008
751629,94.61849
751630,71.022064
751631,233.9832
751632,76.10801
751633,208.2216
751634,199.80022
751635,244.36823
751636,26.722971
751637,114.54758
751638,97.789375
751639,59.430622
751640,150.20238
751641,77.93944
751642,109.070145
751643,138.31413
751644,8.939738
751645,10.435252
751646,45.152294
751647,154.45294
751648,183.01299
751649,29.991323
751650,72.992035
751651,86.29645
751652,8.658469
751653,31.790478
751654,92.47967
751655,112.12632
751656,12.474654
751657,109.47182
751658,76.104576
751659,6.78112
751660,38.563847
751661,164.67126
751662,162.98775
751663,138.5374
751664,6.709746
751665,204.9863
751666,97.87422
751667,166.74933
751668,101.52386
751669,194.4333
751670,102.38722
751671,121.08431
751672,53.85558
751673,171.24153
751674,107.67113
751675,182.2559
751676,108.29026
751677,134.42982
751678,11.942645
751679,12.622606
751680,94.179146
751681,27.718596
751682,25.419725
751683,103.02029
751684,142.35507
751685,11.233421
751686,26.642998
751687,111.807556
751688,235.04251
751689,219.02083
751690,117.07083
751691,78.610275
751692,22.232618
751693,46.0554
751694,119.36586
751695,153.52625
751696,71.244675
751697,127.12725
751698,76.16519
751699,17.293184
751700,174.78079
751701,65.26834
751702,148.28476
751703,154.42442
751704,153.59222
751705,47.37491
751706,54.803528
751707,35.050144
751708,96.421394
751709,48.44041
751710,182.54887
751711,26.645
751712,169.86513
751713,150.09393
751714,62.59891
751715,68.31465
751716,16.263641
751717,209.15712
751718,164.82376
751719,160.76308
751720,91.66013
751721,122.68436
751722,116.282974
751723,92.71626
751724,151.48558
751725,133.06485
751726,52.383884
751727,147.32022
751728,58.183094
751729,36.107002
751730,4.570469
751731,106.56835
751732,78.35677
751733,41.25484
751734,200.60715
751735,85.34893
751736,168.593
751737,47.804474
751738,9.76895
751739,198.804
751740,212.26906
751741,68.26845
751742,58.649147
751743,95.32342
